fname,label_verified
00c9e799.wav,15
00ce569f.wav,0
00d9fa61.wav,16
018863f5.wav,29
01a5dc85.wav,29
02274ee8.wav,28
0236dccb.wav,33
0266774c.wav,33
02d7fba3.wav,29
03586ad9.wav,33
03ed9ba8.wav,15
0447d04d.wav,12
0450e72b.wav,15
04d0cae4.wav,5
05309a38.wav,10
06006fca.wav,5
06a76756.wav,10
06e15d8e.wav,21
07036b1d.wav,10
07764530.wav,15
079bb1c3.wav,15
07a99531.wav,15
0879e568.wav,1
08a94aca.wav,14
08c931f6.wav,5
090ea106.wav,32
0939d783.wav,22
0aff3cde.wav,21
0b5dd555.wav,29
0be52cd7.wav,21
0bfdf35b.wav,30
0c080361.wav,11
0c4948ba.wav,9
0c6ec89a.wav,15
0c9abd6a.wav,10
0cb7fc83.wav,26
0cc4c3b7.wav,40
0ccf0903.wav,3
0cea4550.wav,7
0d3d36f5.wav,10
0e19ed55.wav,33
0e544eb8.wav,15
0e630318.wav,10
0e89fb66.wav,5
0ec012fc.wav,12
0f01e836.wav,13
0fcdc341.wav,22
102ef2c7.wav,15
1068cb59.wav,11
10734a58.wav,28
10cf0a2c.wav,4
11223bbf.wav,15
11439cbd.wav,19
11782c39.wav,40
11c7778f.wav,28
11d9ace9.wav,26
121749b9.wav,21
122b0e88.wav,10
125e64b7.wav,5
12d3cdd8.wav,10
1314cdad.wav,21
1397ddc8.wav,25
13f08982.wav,28
14683a1c.wav,37
148a199b.wav,32
14c22798.wav,32
14d06c29.wav,15
14e27632.wav,5
14fc31e9.wav,15
1549bbaf.wav,7
156dd4a7.wav,15
15703034.wav,10
15b6657d.wav,0
15d798df.wav,21
15d88b9d.wav,22
1601a564.wav,30
161bd007.wav,19
166a1279.wav,14
172d7f14.wav,33
1775d5a0.wav,12
17b9396e.wav,37
184ca1c7.wav,33
186311f0.wav,32
18ea8f49.wav,10
19341f36.wav,0
195691e2.wav,10
1966b87b.wav,5
19bc0dbe.wav,15
19d4a6ad.wav,25
19ec978d.wav,26
1a132a81.wav,11
1b3b537f.wav,5
1c0d5682.wav,26
1c3b4067.wav,37
1cd6919e.wav,5
1d23c74b.wav,29
1d95d110.wav,5
1df13521.wav,26
1e66d094.wav,15
1f946a29.wav,26
1f9b86a0.wav,17
206a5cb4.wav,10
20f13d88.wav,37
210f2580.wav,5
212463da.wav,15
213afdbf.wav,15
2155e5e5.wav,15
218f3cc6.wav,37
21909da5.wav,9
21d75a3d.wav,15
21fbdc6d.wav,5
22007c10.wav,5
220a73b7.wav,29
229d104f.wav,32
22ab9809.wav,15
23226fdd.wav,14
2372eeb4.wav,12
23c11bee.wav,37
23fb24e8.wav,33
24791b50.wav,4
24a3c430.wav,28
252227f9.wav,29
2539611b.wav,12
259c3671.wav,32
25a3f8ba.wav,10
25c89ec0.wav,30
2632db24.wav,15
266f287c.wav,15
26928361.wav,4
26a9e392.wav,37
26b82ff7.wav,40
26d8b402.wav,28
271f6198.wav,1
2722c835.wav,15
273f7c4a.wav,32
2846dc18.wav,17
2857b67f.wav,34
288821ab.wav,22
28f3b63c.wav,33
28f5dfd6.wav,29
290976f9.wav,16
2933c90e.wav,10
2979f92a.wav,7
2a5dd0de.wav,15
2a905697.wav,14
2af5749f.wav,4
2b6f431f.wav,12
2bb21942.wav,19
2c735fc5.wav,15
2c81e1ce.wav,37
2d1a30c9.wav,21
2d336768.wav,5
2d682737.wav,10
2d88dcef.wav,21
2dcca85f.wav,32
2eb83a0b.wav,4
2ee0f61c.wav,38
3078e97f.wav,7
30819e5e.wav,12
30cf8557.wav,15
318f5562.wav,21
319a7b44.wav,15
320aff97.wav,15
326c9e9a.wav,26
32880ae6.wav,5
3289db4d.wav,38
32c2eb1b.wav,37
3300aae9.wav,29
33932af4.wav,11
33ae49c1.wav,29
33c062e8.wav,21
33f31906.wav,15
33f89f08.wav,20
34042ed2.wav,15
