id,value
id_0,28.409946664822556
id_1,18.553137440698556
id_2,20.229286473546807
id_3,23.009749384311533
id_4,29.049709713236073
id_5,51.09346448701081
id_6,24.597550428674836
id_7,30.645166733575763
id_8,38.75764771333114
id_9,18.338642702224906
id_10,29.04508377288445
id_11,30.913135305943957
id_12,28.192092953222563
id_13,20.991646401589968
id_14,29.8848581011642
id_15,40.67682991678472
id_16,30.039105915328516
id_17,43.5403010675909
id_18,24.62046277284927
id_19,22.5679928575235
id_20,20.793741826785975
id_21,25.11672442373324
id_22,42.78016888357014
id_23,29.262183214023914
id_24,20.39674695190819
id_25,22.26933661977643
id_26,30.96352974296664
id_27,31.50523878815766
id_28,35.329277979646214
id_29,20.517322211935415
id_30,21.200386576405023
id_31,31.981519594899197
id_32,36.43734099445523
id_33,31.362198916482463
id_34,39.96537120974091
id_35,26.77651593601865
id_36,18.087415439480598
id_37,30.21487967489189
id_38,20.797653965848802
id_39,17.07478545343131
id_40,30.40999884550539
id_41,15.768436403183225
id_42,33.08953887016837
id_43,32.90910826126512
id_44,35.027435657720936
id_45,32.302704461186494
id_46,32.79254679011464
id_47,19.884532050330307
id_48,34.07811164122924
id_49,36.95614167484858
id_50,21.60947477836799
id_51,36.459327751842494
id_52,32.61251410568053
id_53,29.512525736830284
id_54,22.009101043895598
id_55,24.604754661959433
id_56,28.95752723744893
id_57,24.745882090272346
id_58,29.96859420282905
id_59,16.885533475205264
id_60,40.55272608782877
id_61,47.074485132290604
id_62,28.613230659501294
id_63,21.38165287596101
id_64,23.49711701759813
id_65,35.11617900052762
id_66,32.07212026987296
id_67,20.381512458633065
id_68,28.818180749980385
id_69,16.49533764964761
id_70,22.770771927395124
id_71,26.0189097490882
id_72,33.19276595065597
id_73,18.47099638646136
id_74,43.5288756166984
id_75,39.05346300105818
id_76,23.03431778133803
id_77,35.3700065885251
id_78,43.58427512593649
id_79,29.411142358311146
id_80,45.121899113899744
id_81,34.69774385422171
id_82,19.522380212862767
id_83,32.92968487288805
id_84,20.876583300761162
id_85,19.90644733484821
id_86,27.78173191194172
id_87,54.831163270630135
id_88,28.411691344930734
id_89,34.438856949472765
id_90,29.1738043550219
id_91,36.50603384544196
id_92,39.023069720132185
id_93,19.087045371765832
id_94,22.82556986625606
id_95,33.67662094409398
id_96,26.24678202079002
id_97,18.64919280437303
id_98,19.61411708688601
id_99,28.958367007923364
id_100,28.529127366859065
id_101,36.74963541706133
id_102,21.80668848646473
id_103,34.78303495278529
id_104,24.06833214996064
id_105,28.301848450601383
id_106,23.563704923883414
id_107,32.34959361838699
id_108,21.75895215584668
id_109,42.309065151164674
id_110,25.045027557450407
id_111,39.79376900105629
id_112,27.916137927022742
id_113,27.32630877884266
id_114,35.259656570071215
id_115,29.789499227252193
id_116,35.38539075126681
id_117,23.827197954127676
id_118,29.960176904282207
id_119,35.83885777359003
id_120,24.636945172750934
id_121,34.28654252034863
id_122,44.40100778752192
id_123,22.670129828464887
id_124,32.8828670217719
id_125,16.417067953046462
id_126,28.70037678990544
id_127,23.75976153323904
id_128,27.27493399561796
id_129,42.50612165905744
id_130,18.175254087842
id_131,40.815743977071186
id_132,17.686305412642675
id_133,14.30288941803169
id_134,21.285351085657375
id_135,25.630058186394884
id_136,39.54105193739299
id_137,45.01420477116061
id_138,24.72610369168941
id_139,33.98645541347264
id_140,45.7449286082507
id_141,18.384173823515972
id_142,24.247457634181814
id_143,23.987408372770325
id_144,38.37248100720366
id_145,18.579330670801355
id_146,31.476438650142487
id_147,39.098063320303055
id_148,24.460312858215858
id_149,18.666614336836687
id_150,33.574506038572366
id_151,25.86828462535209
id_152,37.415019258219004
id_153,24.707554485095244
id_154,22.365886339830602
id_155,38.948704790920544
id_156,22.072836900676403
id_157,19.76745881456616
id_158,36.913351202405096
id_159,24.026445815363502
id_160,19.09173658541082
id_161,49.97817388608471
id_162,38.385832680541
id_163,37.22981124736669
id_164,32.56473837887502
id_165,35.882522097997395
id_166,41.91348814455093
id_167,37.451084794146325
id_168,25.81007668826514
id_169,29.183299054492277
id_170,25.050909989051235
id_171,20.039341753263223
id_172,35.432836084918826
id_173,37.016005350312625
id_174,44.844372620404556
id_175,31.760157505517252
id_176,23.17168559879381
id_177,32.19640997637086
id_178,35.06569499823897
id_179,27.965314851242788
id_180,21.53319296455193
id_181,40.69216083623522
id_182,26.03446124009111
id_183,39.94229691711358
id_184,22.429194814259727
id_185,34.94720345031245
id_186,32.563724345146476
id_187,34.990857706666674
id_188,39.50488501755923
id_189,45.45468945158964
id_190,20.146969041986218
id_191,25.60685252803694
id_192,23.39109976937476
id_193,38.11120021380286
id_194,24.557170387065206
id_195,24.053827020680625
id_196,21.963493786087874
id_197,17.645069775300115
id_198,25.62746420796649
id_199,17.8608479945959
id_200,22.8734682731709
id_201,28.891568507321942
id_202,30.411211741476443
id_203,45.01594646887327
id_204,32.27568887048425
id_205,24.390299037874883
id_206,24.79141971902728
id_207,36.66677055326247
id_208,28.027303075746474
id_209,25.965522962743258
id_210,25.39015572795729
id_211,27.5686343105078
id_212,35.32571400239315
id_213,37.275637869198405
id_214,24.99125991143933
id_215,17.73811031712679
id_216,39.79132507506954
id_217,21.192275395781074
id_218,30.395391609859445
id_219,53.24140830015949
id_220,40.057934344558355
id_221,26.728805791802195
id_222,36.84511305235196
id_223,54.747062592552666
id_224,29.21209015231816
id_225,27.74014961564808
id_226,17.6463758196228
id_227,34.472505747562955
id_228,27.53367180024482
id_229,29.18039539172466
id_230,16.026443244701852
id_231,27.32763437177698
id_232,18.589178472343246
id_233,29.497633482064444
id_234,33.87782156850247
id_235,25.03360969328437
id_236,19.804703387930903
id_237,17.09027569932936
id_238,21.459803426704983
id_239,20.19526156538637
id_240,37.532136485767694
id_241,43.836140786457705
id_242,28.336878014868816
id_243,31.137191464702237
id_244,36.09535849681831
id_245,40.649292306139216
id_246,31.71090118724868
id_247,35.67584295489317
id_248,26.26186135541367
id_249,16.433522012720235
id_250,21.677693731544778
id_251,31.654267543753896
id_252,21.713479710929192
id_253,24.159667161213598
id_254,24.993337034681318
id_255,24.47899297297588
id_256,33.7728476383053
id_257,11.499774298536497
id_258,38.662452218154016
id_259,31.543510747092512
