id,value
id_0,39.624520059453936
id_1,14.24553919365569
id_2,8.341585225120454
id_3,16.843282680422043
id_4,26.06519083981323
id_5,108.20189528592915
id_6,28.580881467188618
id_7,35.249370481901074
id_8,40.69969841740808
id_9,18.69947257327367
id_10,23.721090281921914
id_11,40.86281370136931
id_12,41.71533093446969
id_13,14.344830809434832
id_14,25.505993842519487
id_15,40.7000692047639
id_16,34.12136672802156
id_17,50.83948556531123
id_18,22.957391247755577
id_19,10.887421800229973
id_20,30.006815865308628
id_21,31.618576379789317
id_22,52.18040985235756
id_23,47.899233706396004
id_24,19.264610257833215
id_25,12.062766260067757
id_26,44.80252089048451
id_27,32.54318510562029
id_28,64.77223750165061
id_29,17.113269748309623
id_30,16.604099723313418
id_31,43.709127913860776
id_32,35.16923315773606
id_33,24.458227072963105
id_34,52.99529952996275
id_35,40.34881890587405
id_36,13.766659744888324
id_37,49.95478937122946
id_38,23.3504437586615
id_39,2.000084374437442
id_40,23.82273232117045
id_41,5.732620810901267
id_42,45.02197062069111
id_43,37.54777978663336
id_44,50.99915955212561
id_45,41.94562509607925
id_46,35.35800990419247
id_47,23.388867873746847
id_48,23.558471712236642
id_49,59.181950666659965
id_50,22.514263435556295
id_51,46.775454892206874
id_52,21.194654419455873
id_53,31.405236744810747
id_54,16.917556115424077
id_55,32.51924544376913
id_56,41.48237960299637
id_57,23.391765670916268
id_58,25.998130623626935
id_59,12.42096766078521
id_60,57.17860449083252
id_61,86.05063847077996
id_62,35.75747436626928
id_63,23.11753518767678
id_64,16.904565212950374
id_65,35.39803899189392
id_66,42.945496637240254
id_67,11.590250174669217
id_68,51.408022753996455
id_69,8.529806370510142
id_70,13.514555663156235
id_71,25.378868343339963
id_72,31.88695234855464
id_73,15.138400211285486
id_74,45.943252586146336
id_75,61.482453361980596
id_76,3.071742824211504
id_77,35.634108636415164
id_78,73.60404558092428
id_79,39.127111263862254
id_80,50.96134040361291
id_81,19.1094824412268
id_82,13.675165541936366
