fname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
00044347.wav,0.11312758,0.0069505842,0.07022906,0.0072648535,0.0266079,0.0004907125,0.0010551445,0.012598183,0.00040103344,0.00067008263,0.001321397,0.0004692647,0.00050073396,0.00050552015,0.00034390908,0.0035905787,0.03403689,0.00030416108,0.0013224309,0.0002880488,0.023277411,0.00088345614,0.0031429918,0.0006285423,6.895751e-05,0.020671656,0.6161666,0.00064902555,0.00090796204,0.0013209055,0.00047214996,0.0009828109,0.0011329206,0.0013638979,0.022127701,0.0016659144,0.00020522437,0.0029948023,0.013182371,0.00546187,0.00061477255
002d256b.wav,0.037955694,0.0009597995,0.0018309397,0.007163932,0.00053456787,0.075442694,0.057454016,0.0006259258,0.00073039357,0.0020169276,0.0016874302,0.0664555,0.008349891,0.0061081755,0.0041256007,0.0030243846,0.000924166,0.05677481,0.00648451,0.09219103,0.007795958,0.0016679261,0.00047633456,0.0041057207,0.013724514,0.0014601208,0.0024934476,0.0010451544,0.055143114,0.003961171,0.35735372,0.005483419,0.005782337,0.025915168,0.0012378454,0.0030263364,0.028926339,0.0043434105,0.00031851343,0.0035261738,0.041372888
003b91e8.wav,0.00015251723,0.0013717279,0.0007649898,9.9666344e-05,0.96792686,0.0001543804,0.00032781748,0.0018904776,0.00079606805,0.0005272262,0.00014886599,0.0012491695,0.0008241171,0.00035066367,7.872026e-05,0.0021392806,0.009588011,0.00020443248,0.00071934774,0.00014708002,0.0013865499,0.0002604331,0.0005145678,0.00018452878,0.0010065043,9.48458e-05,0.0010810312,0.00019104804,0.0001608422,0.00020173131,0.00010307262,6.153972e-05,0.00044447352,0.0001884833,8.199495e-05,8.8686436e-05,0.00015257702,0.0013833153,0.001421665,0.0013283455,0.0002023099
004ad66f.wav,0.0002966137,0.008535861,0.0060294988,1.9683228e-05,0.0003200458,0.000118892116,0.00019666088,0.9667309,0.00011120574,0.00025828925,0.00020342594,0.0001457665,0.00033153946,0.000113575166,8.515128e-05,0.0045629716,0.006115447,0.00032170067,0.00013839513,4.9486272e-05,3.5642875e-05,0.000304778,3.905379e-05,0.00029663744,7.970666e-05,0.0002150326,0.00033827632,3.8630693e-05,0.00019900277,0.00011364018,4.6316523e-05,6.616542e-05,0.0001989893,0.00012322943,2.0600008e-05,0.0003716307,2.3962883e-05,0.0001370936,0.00014565284,0.0023875006,0.00013352555
0063ab88.wav,0.000113647446,0.001483817,0.0021556104,7.572382e-06,0.00020493857,0.00015717726,0.00052910025,0.000805215,0.99062705,5.48003e-05,0.00011459758,0.00020261605,1.8580819e-05,0.00010005468,0.00024234431,0.00028396057,0.0001852027,4.9109203e-06,0.00036201256,2.8467934e-06,2.7116696e-06,7.528211e-05,2.051195e-05,9.681378e-05,0.00015352058,5.9363374e-05,0.00027193845,4.3650107e-06,2.0769836e-05,2.2364064e-05,1.2163202e-05,1.0872974e-05,3.1870615e-05,9.290631e-05,4.7485806e-05,3.697035e-05,0.00015677889,0.00028295792,0.00029547565,0.00017116971,0.00047779945
0075d39c.wav,0.00020032983,0.0002151555,0.00018526382,2.0992793e-05,3.7810383e-05,0.0002750915,0.0004763274,0.0011732463,0.0020519425,0.6799623,9.9016695e-05,0.003712662,0.0005149382,0.2871685,0.00065115426,0.00014850493,4.9652488e-05,0.0004035162,0.00081283436,6.781663e-05,0.00019111448,0.000385855,0.00011193855,0.001239964,0.009448222,0.00011001209,5.652297e-05,0.000592935,0.0008822888,7.3119656e-05,0.0029191491,0.00020596368,0.0027384073,0.00020818016,6.734801e-05,4.2216554e-05,0.00020506661,0.001662944,1.8183573e-05,0.00019156776,0.00042203607
00780200.wav,0.0042725797,0.00033020988,0.00016466629,7.595167e-05,0.00057377416,0.0014544859,0.8654702,0.0003149624,0.00054900016,0.00054508884,0.09684052,0.0003847946,7.5700744e-05,0.0015768997,0.0039083487,0.00021470842,5.9694456e-05,0.00013006167,0.00051254674,8.444409e-05,2.056095e-05,0.0034752346,0.0006166604,0.00037236934,0.00014765223,6.475923e-05,0.0010113479,0.0051968363,0.00082614535,0.00038682064,0.0014714282,0.0014443835,0.00066657463,0.0007756278,0.00040515477,0.00063754234,0.0016365552,0.00056081684,0.00085821917,0.0003194189,0.0015673096
0079d310.wav,0.0014355052,0.0011270699,0.0003343775,0.00017067452,5.172076e-05,0.00073466054,0.00088496576,0.0002914504,0.9576934,0.00038553763,9.942663e-05,0.0006356044,8.068663e-05,0.00048719964,0.00085882813,0.0008628056,0.0003138009,9.338379e-05,0.0034365433,4.8805752e-05,0.00011222695,0.00032257376,2.056739e-05,0.0013416824,0.01619052,0.00041892403,0.00057088805,6.3920976e-05,5.2583113e-05,3.820734e-05,0.0001721763,0.0002566513,0.0014839751,0.0006947299,7.344577e-05,0.00047283864,0.00053378235,0.00031456584,0.0002452644,0.00089132047,0.0057027726
00ad7068.wav,0.0017260636,0.0019840258,0.0025358293,0.00025290842,0.0044095893,0.0010460586,0.0004905059,0.0016298929,0.00019621963,0.0001439769,0.0014318026,0.0003573243,0.956156,0.00051457935,0.000109793305,0.0009534638,0.00111654,0.0020088204,0.0012440458,0.0018267413,0.0019308481,0.0013344799,0.00015276764,0.00079806737,6.037017e-05,0.0016763839,0.0019773936,0.0002481916,0.000303171,0.00085992663,0.00074008567,0.00021974822,0.0014395685,0.0016145569,0.00021777982,0.00022400077,0.00020657024,0.0005093442,0.002856684,0.0020068395,0.0004889595
00c5808a.wav,0.0012201297,0.001657453,0.004690302,0.00027798358,0.011284209,0.0008980993,0.00089030026,0.003552421,0.08239002,0.015381662,0.00089628703,0.41108632,0.00057773356,0.352681,0.0046726116,0.0049404153,0.0015900064,0.00068482506,0.0017863946,0.00049388985,0.00044678056,0.0062599448,0.0028162661,0.0018124369,0.063830875,0.0002507669,0.0022238104,0.0004521585,0.0012187549,0.0007817226,0.00014952655,0.00085852726,0.0007944757,0.0008358139,0.00072822534,0.00037027063,0.0016870626,0.0008571383,0.0023225746,0.007582283,0.0020684344
