,fname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,00044347.wav,0.71808517,0.021827888,0.018080229,0.005974993,0.012433185,0.0013991235,0.0019242133,0.008197787,0.00043773573,0.00077781215,0.002791598,0.00076705683,0.0011788303,0.00038790322,0.000356997,0.0065099024,0.005525749,0.00069613033,0.0017760654,0.00088900124,0.005493217,0.00085647585,0.00097600673,0.0017803913,0.0009725373,0.10642561,0.025106814,0.001792626,0.0010882863,0.0065085986,0.0020913288,0.0034577919,0.0036405157,0.0023747734,0.002222395,0.0016415217,0.00083859795,0.0020287326,0.0074786628,0.011660119,0.0015476153
1,002d256b.wav,0.08692433,0.006965949,0.0036668824,0.0033898533,0.00541681,0.40206167,0.019117521,0.0031596108,0.029179161,0.0063858377,0.007768019,0.066604406,0.0025066382,0.0024983578,0.005124357,0.0050739045,0.005701307,0.019205047,0.0150871,0.05905413,0.0028400207,0.0045205355,0.00046240588,0.009803855,0.005351882,0.007477452,0.00683465,0.025580661,0.013804854,0.006687362,0.03847594,0.0016279032,0.007929092,0.023938779,0.0034984013,0.007155213,0.0066380836,0.00029172588,0.006471771,0.04474948,0.020969039
2,003b91e8.wav,0.00784796,0.010758599,0.002439312,0.002170433,0.0120973075,0.00111571,0.0014720239,0.0067760996,0.0025349658,0.0005595368,0.0014594421,0.0010306233,0.0007855864,0.00026610002,0.00014108187,0.0022649479,0.0017408116,0.00021603287,0.0027450009,0.00026019252,0.013544376,0.00032842084,0.0010018791,0.00037388303,0.0010587156,0.010472104,0.0073090475,0.0041027796,0.00043299425,0.003570369,0.00041212767,0.0012016147,0.00029872984,0.0008356684,0.007254596,0.0006024466,0.0007146882,0.00015736088,0.8829234,0.0041861855,0.0005368286
3,004ad66f.wav,0.00041932968,0.03599253,0.0006229205,1.6423777e-05,0.0007895546,9.854352e-05,7.417933e-05,0.9508569,5.459369e-05,3.0659234e-05,0.00047265104,9.561163e-05,4.9063827e-05,3.0208066e-05,1.5030511e-05,0.0006529882,0.0025584106,9.252708e-05,5.6806086e-05,3.0982348e-05,1.8083807e-05,5.2912397e-05,2.9185943e-05,6.008749e-05,2.2710334e-05,0.001535884,0.00013567295,6.082164e-05,3.477955e-05,9.4402334e-05,3.642468e-05,5.7799843e-05,0.00013376826,0.00031883977,3.4850138e-05,4.628545e-05,2.2498321e-05,1.2324467e-05,0.0006366781,0.0035644688,8.168539e-05
4,0063ab88.wav,0.00056155806,0.0016628447,0.0012829473,0.00023534262,0.00068997213,0.006681989,0.0058432217,0.0003354987,0.85961914,0.025026238,0.00015515048,0.008507052,0.00075349404,0.0011364277,0.00093222305,0.002457041,0.00025710493,0.0001754981,0.026794592,0.00043972532,0.00084254367,0.0031658455,0.0007086351,0.004637817,0.016772565,0.00041760338,0.00028097685,0.0069573456,0.002876122,0.0009170446,0.004174503,0.00020451154,0.0024870934,0.00076228473,0.00026101354,0.00058845733,0.0008639111,0.0036249396,0.0010241319,0.0011924236,0.0036932076
5,0075d39c.wav,0.0025264814,0.0020110398,0.0068587107,0.0021563203,0.003948231,0.001506095,0.0024763471,0.0014661611,0.13039313,0.54256433,0.0010590155,0.006392391,0.00077870354,0.017489824,0.00031880973,0.0055066715,0.0013681494,0.0003317181,0.0065459823,0.0005186584,0.011893236,0.00412564,0.005101022,0.039604425,0.12062566,0.0009099978,0.00572778,0.024404924,0.0017302816,0.0016882536,0.019237788,0.00135395,0.010826386,0.0014658397,0.0017615794,0.0017557545,0.004152622,0.0013802508,0.0014666815,0.0019806658,0.0025904719
6,00780200.wav,0.0009862263,0.0036816103,0.0016320215,0.00038101815,0.00072417926,0.001007445,0.77248365,0.0016152776,0.0005441791,0.00076239504,0.08201674,0.0013119034,0.000315618,0.061744142,0.022680296,0.00077519164,0.0005250634,0.00017332597,0.003068252,0.002674415,0.00021264733,0.0005215254,0.0005564187,0.0018886994,0.00070506986,0.0009601215,0.004765328,0.013365451,0.0008736748,0.000882408,0.0017176938,0.0017332961,0.00060436793,0.0033902647,0.0006331294,0.000453102,0.0022551727,0.0006432487,0.002134445,0.0012033788,0.0013974884
7,0079d310.wav,0.00062440324,0.0002905339,0.00070722884,0.00042669807,0.0039216713,0.0005146075,0.00033173052,0.00040768756,0.7630108,0.0026895232,0.00014446213,0.0069754533,0.0008365797,0.0011334827,0.000108006934,0.0004420731,0.00016168873,8.833708e-05,0.029580006,0.00018471456,0.000612997,6.7654335e-05,0.0020760482,0.025557164,0.1344947,0.00064850564,0.00034400262,0.0086272815,0.0010218145,0.00051009253,0.00035048786,0.0002905339,0.00025003176,0.00033461332,0.00012693211,0.001109904,0.0031357592,0.000528379,0.0027116633,0.0027953086,0.0018263162
8,00ad7068.wav,0.00046218824,0.0017452487,0.00018020264,0.00012469817,0.0018542107,0.0006642185,0.0011467733,6.1050174e-05,0.0003560215,6.7304194e-05,0.0027774542,0.00011890954,0.96414155,0.0006052602,0.00012681777,0.0010954302,0.00022700118,0.001434526,0.0010587614,0.00024696902,0.00080716336,0.00014577342,0.0017542295,0.009109619,0.00018291321,0.00031330614,0.0011816091,0.0005123777,6.465332e-05,0.0005355922,8.0005404e-05,0.0006384286,0.0012282485,0.0002740197,0.0001094456,0.0006972728,0.0005684335,0.001889449,0.00038674934,0.0009527057,7.350879e-05
9,00c5808a.wav,0.00011475583,0.0012637699,0.0006740803,6.437495e-05,0.0004167618,0.0007011409,0.0026380832,0.00028209452,0.32359776,0.007517121,0.00032808533,0.014192882,0.00061553996,0.2206343,0.00018081885,0.00031385638,0.00020678836,5.3322972e-05,0.00021073318,0.0006039407,1.5919442e-05,0.0007354845,0.0014638857,0.0050705057,0.389879,8.859883e-05,0.0013393644,0.0009859639,0.00035133972,0.0004568463,8.1076294e-05,0.00034558956,0.00062585314,0.001318272,0.00023876103,0.00040233883,0.0052202824,0.0012842224,0.0005714283,0.005506896,0.009408149
10,00c82919.wav,0.00048446297,0.0045594517,0.00040375168,0.0014849604,0.0023094711,0.0067956834,0.021317044,0.0023132924,0.0021566008,0.030487204,0.0006827525,0.033147227,0.0027980937,0.017539922,0.066892795,0.0032069993,0.00563439,0.0022505345,0.008517019,0.0011664123,0.04970583,0.0013452506,0.22283311,0.1591725,0.0023876403,0.00043456646,0.0020936197,0.10352543,0.012385496,0.007845379,0.013747307,0.010537851,0.0008257404,0.0002870577,0.0022789987,0.010140054,0.17894018,0.00028860805,0.0009563845,0.0059832064,0.00013764025
11,00c9e799.wav,0.00018508654,0.00033151874,0.00044917152,0.00015269386,0.00017252604,0.00036368688,0.0005561887,9.6036005e-05,0.00039677205,0.0017152219,2.8824954e-05,0.00027842817,0.00016516961,0.00018416127,0.0002486667,0.9889044,0.00032545684,5.782548e-05,0.00045833172,0.00019098239,6.3489795e-05,0.00026698608,4.394053e-05,9.739674e-05,8.431059e-05,8.177424e-05,0.00012321428,0.0002707943,0.00010066349,9.269488e-05,0.00022461137,0.00014516959,0.0009571211,3.7026028e-05,0.00010604256,0.0004043911,0.0001094159,4.4591518e-05,6.5622975e-05,0.001085798,0.0003338897
12,00ce569f.wav,0.76819974,0.0010018123,0.00025590567,0.0022381237,0.0001269701,0.002781459,0.0036588863,0.00012518115,0.00045808495,0.0007601616,0.0032882933,0.00077295944,0.0008678496,0.0004872022,0.00021641601,7.044732e-05,0.0026536852,0.0039610905,0.0013011519,0.0020000087,0.035320725,0.000677036,0.0007433624,0.0061170417,0.0009601236,0.0104465475,0.0022581657,0.0027161157,0.00043213478,0.00020299754,0.12920074,0.0020052914,0.0017729694,0.0022428192,0.0016567821,0.00040933097,0.0020396935,0.0023046692,0.00028660428,0.002349057,0.0006322896
13,00d1fe46.wav,0.002290091,0.0007241101,2.8187398e-05,8.133395e-05,0.00012276495,0.0052539455,0.001068437,0.0001813805,0.00076397444,0.00021322274,0.0006136444,0.0067009553,0.002312761,3.9199356e-05,0.0008190123,0.00023429218,0.0003818171,0.9298043,0.002224757,0.021368299,0.00074178935,0.0005315976,0.00057263067,0.0010973364,0.0013362418,5.262013e-05,0.0004497899,0.0011766965,0.00039663643,0.000100418605,0.0030413244,0.0013488036,6.548887e-05,0.00017871907,0.0024123185,8.036048e-05,0.0057914946,0.00034442692,0.0004446718,0.0025819559,0.002028151
14,00d40fa2.wav,0.00035976365,0.0016819915,0.00025954924,0.00025320527,0.0016207865,0.005461986,0.008940532,0.000694252,0.00110602,0.00019088126,0.0030367556,0.00082267675,0.001768532,0.0057347235,0.00035801114,5.6492834e-05,0.00042709208,0.00091362814,0.0012311769,0.00034974283,0.00075838313,0.0003346086,0.0030231585,0.015328368,0.0027490205,0.00037948947,0.00058649824,0.057399515,0.00019201562,0.0013129098,0.0007590727,0.012980446,5.7971236e-05,0.0010826207,0.0023053107,0.00020020407,0.826682,2.9891135e-05,0.0368084,0.0016445684,0.00011761873
15,00d9fa61.wav,0.00015630892,0.004163933,0.00021411359,0.00052528124,0.00012199546,0.0005058342,0.00064237235,0.0041498793,4.611964e-05,8.3156476e-05,0.00011497831,0.00042957766,0.003858057,0.0002691165,0.00023700195,0.0048226477,0.87527055,0.0004706896,0.002471775,0.00021970348,0.08434458,0.0002562035,0.0007942247,0.0010439632,0.00016848881,0.002312255,0.00043295202,0.00031162673,0.00020462276,0.00015573234,9.53631e-05,0.0003903045,0.0004610124,0.00025917214,0.0040568607,0.0015147392,0.00011743652,0.00051828794,0.00013111415,0.0035607212,9.7197524e-05
16,00fbb28b.wav,0.0002296104,0.0011209884,0.00014924044,0.0017951361,0.00015909439,0.0011182253,0.009749367,8.667715e-05,0.00048238388,0.001642807,0.00025628303,0.00047260168,0.0005594009,0.0002956339,0.00078298367,0.00050737173,0.00027708162,0.0002907742,0.010289913,0.00029758713,0.935938,0.00080233166,0.0007505358,0.0001809823,0.0005747751,0.0008050188,0.0014390579,0.0050528212,0.00020402408,0.00052284857,0.0043655913,0.005649732,0.0012646288,0.0011091046,0.00027086394,0.0003570327,0.0009450852,5.5270386e-05,0.007261297,0.0015427262,0.00034517812
17,00fcbab2.wav,0.0073943012,0.0018444139,0.0001751613,0.0014568504,0.0008422317,0.015817955,0.035649773,0.0009404586,0.00062016223,0.007911759,0.0037065444,0.010229681,0.010958783,0.010163103,0.028045725,0.0027220275,0.0009110318,0.0620867,0.00266133,0.005324777,0.0015148118,0.0061285496,0.023336053,0.029182129,0.006555583,0.00018684025,0.002522762,0.2547597,0.13998628,0.0030918915,0.0010286181,0.0041052066,0.0037942505,0.0007702204,0.00065417466,0.0031365815,0.29622594,0.00022344601,0.0024389487,0.0027244803,0.008170744
18,010aa387.wav,0.00010578295,0.0055559403,0.00019077084,0.00014051651,0.00076893,0.0007701784,0.05858797,0.00015892295,6.628351e-05,0.0028925287,0.0006133018,0.0009030903,0.0008673875,0.0015120093,0.87610143,0.0011441039,0.00029708544,0.0016931545,0.0044293143,0.0030761135,0.00033180148,0.0005580929,0.0015452638,0.0014287088,8.394849e-05,0.000251618,0.00030902593,0.002944145,0.018141126,0.0004930863,0.006269681,0.00034987833,0.0010611296,0.00027968772,0.00016575232,0.0022312826,0.0013353772,0.00018746946,0.00032944256,0.0014604571,0.00036805775
19,0120d246.wav,8.149076e-05,8.1302e-06,1.1117675e-06,1.3210609e-05,9.513316e-05,1.198445e-05,0.00032597297,1.8147506e-06,4.6018154e-06,2.7644222e-05,3.0861072e-05,2.4447578e-05,2.0794188e-05,2.5133246e-05,2.6783506e-05,3.0030724e-06,5.923789e-06,4.3834975e-06,3.69439e-05,1.1397458e-05,8.587928e-05,2.0894502e-06,0.99662304,4.0663566e-05,2.5774207e-05,1.893678e-06,6.0201084e-05,0.00027629978,9.305111e-06,1.2108397e-05,5.1237992e-05,0.0013264451,0.00012858659,3.2517546e-05,9.94013e-06,0.000111165,6.8444264e-05,7.8642915e-05,2.3762657e-05,0.0002505708,2.0752861e-05
20,01235a12.wav,0.002087999,0.1381201,0.0017856441,0.006678736,0.074805595,0.0007923737,0.0019880729,0.015380588,0.0021364822,0.0024775283,0.0005190379,0.0035851363,0.056440208,0.0015919608,0.0056905276,0.0073452294,0.019560548,0.007690291,0.01856047,0.0011441016,0.09786512,0.00052218867,0.13046336,0.07680341,0.0009971522,0.0072953217,0.022758124,0.0062454413,0.013016819,0.024967266,0.0033840134,0.0018094165,0.00056102226,0.0007900139,0.017504886,0.010677469,0.011623931,0.001644669,0.0075514233,0.19498064,0.00015772162
21,01302128.wav,0.0017108669,0.024778936,0.00074898865,1.8554863e-05,0.0024688686,0.00018833378,0.00051163975,0.00092780666,0.00025496728,5.28946e-05,0.00097276334,4.3080625e-05,0.0054974575,8.642654e-05,0.00054282305,0.0006190098,0.0007570225,0.00050198234,0.022695813,0.000107927925,0.0014246154,7.082401e-05,7.129044e-05,0.029731127,0.0001092958,0.8952483,0.00033097848,0.0010842627,0.000115797935,0.00080471934,0.0006781704,0.00012460598,0.0002607666,0.00028692838,8.6347776e-05,0.0016149012,0.00011490917,0.0005895105,0.001755808,0.0019243015,8.633114e-05
22,013264d3.wav,0.0022639239,0.0023207553,0.00062556437,0.0001327795,0.020201797,0.007483731,0.027698463,0.0003316942,0.08967354,0.0021547421,0.00036300227,0.0034680194,0.00091244787,0.0010715176,0.0014741457,0.001394364,0.00034707028,0.00032491898,0.0055140597,0.0010729318,0.003169765,0.00088239164,0.3154605,0.0049101156,0.009482426,0.0011424824,0.0016433988,0.15614443,0.000922214,0.038685538,0.0028900572,0.084023744,0.0005347672,0.00039724878,0.0005737171,0.00084538624,0.1694843,0.0008124977,0.020349342,0.01635238,0.0024638865
23,013c3135.wav,0.00020864846,0.027348425,0.0038811218,0.0024599384,0.0016106314,7.3807016e-05,0.00013811958,0.90726554,6.629522e-05,6.841055e-05,0.00024476435,0.00018663162,7.391662e-05,1.914296e-05,3.130603e-05,0.0044242,0.0046823528,5.7547826e-05,0.0067191613,0.00012385802,0.00065686373,0.00010112681,9.210791e-05,0.00010974834,9.6959775e-05,0.00080652355,0.004989173,8.639644e-05,4.299217e-05,0.00042451583,2.6599506e-05,0.00012836562,0.00018741068,0.0019083077,0.009563078,0.00039346967,1.9368297e-05,4.5525816e-05,0.002324719,0.01818111,0.00013189182
24,01506d76.wav,3.668379e-05,5.0530878e-05,3.2742853e-05,1.1461247e-07,4.127956e-05,1.2487311e-06,1.0409101e-06,3.1773236e-06,0.0038142928,3.6182184e-05,1.2340035e-05,3.564682e-05,1.3439376e-06,0.00013039027,4.6809825e-07,7.466694e-06,7.474466e-06,7.1277455e-08,8.732084e-07,7.494842e-07,1.0840984e-06,5.754463e-07,2.2074904e-05,0.00010661374,0.9904068,2.9822884e-05,5.3436356e-06,0.0018590832,6.906268e-06,3.8158934e-05,2.894054e-08,3.6721121e-06,1.37896395e-05,1.3797184e-06,6.274112e-07,3.6822046e-06,0.001116593,1.11041845e-05,0.0012194118,6.3837484e-05,0.00087526615
25,015cf474.wav,0.00020619552,0.008893513,0.0015782662,0.00091515976,0.00088806136,0.00054235384,0.0008070702,0.83782685,0.00035988665,0.00027244267,6.995045e-05,0.0006551011,0.000533078,0.00032153176,6.826635e-05,0.0029561264,0.0044643753,0.00050442986,0.0033034447,0.0004839988,0.00057620095,0.00013208044,0.00038043899,0.0019304081,0.00039795705,0.0010000766,0.0013137475,0.00059270236,0.0002775939,0.0013897439,0.00013899784,0.0015262588,0.0001234849,0.00033259072,0.0016438612,0.0006911636,0.00059753447,8.8252535e-05,0.00037399406,0.1206985,0.00014433738
26,01638f61.wav,0.0014569049,0.00331717,0.0007123074,0.001536698,0.00212705,0.0006664156,0.0017442905,0.0020140884,0.0026783,0.008819227,0.00064714346,0.6021876,0.0015564811,0.06999118,0.18770066,0.0007332945,0.0013120468,0.0021880716,0.0019891367,0.0011248364,0.00035447432,0.000110091045,0.0010399733,0.045505285,0.016982334,0.001316772,0.0002902714,0.00028391596,0.0030868303,0.00026270747,0.0032490788,0.0009418006,0.00046810028,0.00012708663,0.00073621655,0.008239548,0.01808029,0.00027107782,0.0005610337,0.0032804017,0.00030982072
27,017ea24e.wav,0.0007314007,0.0013011653,0.00038123227,0.0011522773,0.0011511564,0.0011664565,0.0014322213,0.0005372393,0.00045038274,0.005778095,0.0001935397,0.007558423,0.0014443232,0.00097070955,0.022628171,0.00096378155,0.00027764295,0.0036363406,0.006499098,0.0003202347,0.00014322753,0.00089859345,0.0007761586,0.0019470743,0.0017120028,0.0001304945,0.00025759698,0.0024125513,0.9171879,0.00088137394,0.00035108606,0.00036290154,0.0009623874,0.0013896234,0.00018806715,0.0041967575,0.0038137992,0.00017582139,0.000606458,0.0012283006,0.0018039165
28,01811e48.wav,0.00060742075,0.0021372668,0.00011143627,0.00090188906,0.0023327158,0.0024403452,0.18350811,0.0002667294,0.0006424479,0.0041737286,0.00031329796,0.014399538,0.0011348297,0.015365972,0.046613995,0.0010985561,0.00052373,0.00028021485,0.0043288814,0.000702601,0.0009320217,0.00043993857,0.5357623,0.0010989684,0.0009933229,0.000107074346,0.0030376266,0.004491539,0.0018469674,0.003491555,0.00172249,0.13297531,0.0015631478,0.00048013392,0.0004977022,0.0030166174,0.018887332,0.0010705685,0.0007038661,0.0037305374,0.0012672872
29,0184c390.wav,0.0015543607,0.057021722,0.005591549,0.00046029428,0.050616384,0.00071292114,0.000822151,0.01794062,0.003766464,0.00084443676,0.0008161194,0.0016434225,0.001523061,0.0001574276,0.0004943827,0.010079968,0.0089399535,0.00038057755,0.050349332,0.00040481606,0.23167962,0.00021617733,0.0009096573,0.0034377268,0.0005281118,0.120664686,0.021875678,0.020435069,0.003108529,0.0058872304,0.000651883,0.00042355308,0.00026519687,0.0013527782,0.0015616488,0.0034403144,0.0005200135,3.5492794e-05,0.36395803,0.0046751453,0.00025342585
30,018863f5.wav,0.0004908051,0.0037082199,0.0010083357,0.00019908966,0.032854278,0.0038696982,0.0010970042,0.001506275,0.00031733757,0.0009673659,0.0007386261,0.00028683705,0.0009297829,0.00021116965,0.000683871,0.0049005933,0.00036847085,0.0006898893,0.00082776294,0.00017750447,0.00090059056,0.0013278379,0.0005984386,0.004329403,0.00010482976,0.0006146009,0.009758842,0.011260469,0.005991185,0.8916877,0.00043705635,0.0008656642,0.00032931584,0.00061704806,0.0012587811,0.0026097156,0.0016203466,6.463852e-05,0.0050123935,0.004328788,0.0004494955
31,018a10bb.wav,0.002219815,0.002027897,0.002656692,0.002192028,0.026213083,0.012028151,0.0022753088,0.0018623606,0.0009581592,0.0014716196,0.0014760336,0.0002020069,0.00037905743,0.00023205529,0.00041345332,0.004391268,0.0012613873,0.00064735697,0.0010028431,0.00027489,0.003264722,0.0012275636,0.00051971,0.0015021358,0.00044818342,0.000698816,0.01265105,0.04721593,0.0022802118,0.8038829,0.0016521203,0.0014048379,0.0016521014,0.0009322256,0.004023909,0.0013987226,0.0018324435,0.00010246051,0.03262363,0.01486417,0.0016366343
32,018d1dc4.wav,0.00018668958,0.003520438,0.0027947559,9.158697e-05,0.0030782977,0.0003256567,0.05857939,0.00017078486,0.05777621,0.045530792,0.0015435668,0.00040009018,1.0315622e-06,0.7727335,0.00085380126,0.00032420954,0.00031201445,5.114947e-07,2.3432704e-05,0.00017981247,0.00016475454,3.688423e-05,0.00034276483,0.0011381671,0.00267652,0.001764302,0.00019237581,0.010443215,7.364025e-06,0.00012975401,0.03169798,1.3419671e-05,0.0012178926,3.2762273e-05,3.9137787e-05,2.212078e-05,0.00030872307,8.8246146e-05,0.00047137085,0.0003990585,0.00038668836
33,0193042e.wav,0.0006452895,0.008022854,0.0007840986,0.0069823186,0.0018698052,0.0030068634,0.45911592,0.0014262231,0.0008639277,0.0023322687,0.00044167417,0.0015292701,0.000999288,0.00091740716,0.014400793,0.0011745354,0.002577403,0.0017012993,0.014793845,0.00084346987,0.014452972,0.00025101897,0.02929711,0.00031012198,0.0008563368,0.0003020134,0.0016045569,0.0026561127,0.0004638005,0.002123716,0.055392217,0.33623436,0.0014938331,0.0020833777,0.0025805256,0.0010918122,0.0030075016,0.010570582,0.0026723368,0.007201557,0.00092563475
34,01974c7c.wav,0.0014020727,0.0020544631,0.00108239,0.0006823418,0.0022121985,0.00023953192,0.14101292,0.00012463355,0.0020698076,0.26858932,0.0018737882,0.0012390304,6.91016e-05,0.13500097,0.01036708,0.00042426315,0.00026991102,0.00012719346,0.0003167775,0.0010510612,0.00091051124,0.0010588078,0.0031562813,0.0013806628,0.0013031934,0.00032132945,0.0022424276,0.0013830499,0.0002125325,0.0001481684,0.40374747,0.0023616515,0.0049222074,0.00052608544,0.00043602812,0.00018885266,0.000702878,0.00089919404,0.0005688224,0.002772979,0.0005480763
35,019aae9d.wav,3.6908546e-05,0.00087866164,0.00040928213,5.4880722e-05,0.00010060963,0.010863726,0.62459165,0.002137867,1.5522748e-05,2.52196e-06,2.2827477e-05,6.784618e-05,1.017801e-05,7.890815e-06,9.066631e-05,0.00016032481,0.0024544531,2.6471447e-05,0.00010642752,0.0004517408,8.497823e-05,3.4744116e-06,0.0006937339,2.4077679e-06,3.2835892e-06,2.7795917e-05,0.0016460058,8.720059e-05,6.53908e-07,0.0028675164,0.00050662865,0.29343465,1.7170183e-06,4.1247604e-05,0.008650961,1.6501817e-05,0.00039444168,8.222811e-05,0.00071723195,0.04824185,5.04399e-06
36,01a36643.wav,0.00059872086,0.0015426158,0.0005770522,5.1406085e-05,0.0014863088,0.00093117735,0.0007745409,0.00028053334,0.0009419741,0.67969316,0.00027141738,0.0020843016,0.00015646746,0.003394229,0.0010752323,0.000916621,8.5297754e-05,0.0006110139,0.00017143239,0.00018788489,0.00045739615,0.0027954644,0.0027929354,0.0008500622,0.0031549998,0.00021129804,0.0008682495,0.0010830439,0.0011678517,0.00075777463,0.0037318151,0.00080957543,0.27959776,0.0006855145,0.00054712803,0.0003445373,0.0005138895,0.00012328126,0.0007775564,0.0019154109,0.0009830625
37,01a39e95.wav,0.0021701767,0.0025918116,0.004294124,0.0013762251,0.017237725,0.006597661,0.033337194,0.00020610887,0.08753354,0.058499,0.0012016901,0.0037445636,0.006449625,0.0016875261,0.052099485,0.0015603338,0.00047070166,0.017556384,0.095706105,0.0034821033,0.008493599,0.010194507,0.001766572,0.048220012,0.0161273,0.0031409347,0.001060244,0.0070937932,0.0196054,0.0052561546,0.40327674,0.0020965652,0.0037806742,0.0012245775,0.001206673,0.001852702,0.0011080267,0.053197574,0.0016781017,0.0053235777,0.006494194
38,01a59a61.wav,0.007101976,0.0011801218,0.0009790096,0.0016208425,0.1736699,0.01012231,0.014320321,0.00061102904,0.0057476517,0.009239357,0.008887055,0.0044397893,0.0021460003,0.009600729,0.0036666656,0.0019463052,0.00040923004,0.002423742,0.0036390421,0.0043699313,0.00021639671,0.014773361,0.0021562225,0.005915912,0.003969268,0.00022480164,0.010412622,0.0022678461,0.0033651546,0.52621585,0.005960645,0.0024529977,0.01684164,0.011080278,0.041569803,0.004221727,0.0023962872,0.0022864966,0.040515978,0.010302798,0.026732976
